id,month,season,hour
1602562708325_85,Oct,fall,0
1584710354608_58,Mar,spring,9
1585783350654_6,Apr,spring,19
1596011734755_27,Jul,summer,4
1598072633730_71,Aug,summer,1
1599515359677_12,Sep,fall,17
1590094335351_68,May,spring,16
1605740879557_37,Nov,fall,18
1589855100347_68,May,spring,22
1599829727875_43,Sep,fall,9
1591065951400_88,Jun,summer,22
1607961272792_48,Dec,winter,10
1604724914518_17,Nov,fall,23
1584884301534_42,Mar,spring,9
1603767980448_47,Oct,fall,23
1609536353863_38,Jan,winter,16
1604196405226_76,Oct,fall,22
1599965335717_76,Sep,fall,22
1609368273890_54,Dec,winter,17
1588725440710_91,May,spring,20
1602475795419_4,Oct,fall,0
1583823546701_80,Mar,spring,2
1590021703455_27,May,spring,20
1609590480434_42,Jan,winter,7
1596843798420_33,Aug,summer,19
1591285474184_19,Jun,summer,11
1585613666664_12,Mar,spring,20
1591987285366_42,Jun,summer,14
1599195496628_85,Sep,fall,0
1601284182320_49,Sep,fall,5
1597644656212_98,Aug,summer,2
1600579519106_32,Sep,fall,1
1599085283134_30,Sep,fall,18
1610745131427_46,Jan,winter,16
1584765068877_54,Mar,spring,0
1604784903171_52,Nov,fall,16
1609503445123_5,Jan,winter,7
1603647366616_19,Oct,fall,13
1601162638242_91,Sep,fall,19
1608615044536_59,Dec,winter,0
1593811876293_78,Jul,summer,17
1601093957372_28,Sep,fall,0
1602384836518_14,Oct,fall,22
1588532907623_40,May,spring,15
1604780458198_50,Nov,fall,15
1602992007977_52,Oct,fall,23
1584762792464_39,Mar,spring,23
1587205866883_1,Apr,spring,6
1586611931745_6,Apr,spring,9
1600404782120_48,Sep,fall,0
1603658635526_10,Oct,fall,16
1586606997147_6,Apr,spring,8
1606534013951_19,Nov,fall,22
1586746322256_4,Apr,spring,22
1595193731238_86,Jul,summer,17
1606703216127_57,Nov,fall,21
1608936384880_19,Dec,winter,17
1598064551900_92,Aug,summer,22
1601327694434_79,Sep,fall,17
1591447252540_45,Jun,summer,8
1592081350345_55,Jun,summer,16
1602045163153_96,Oct,fall,0
1610105687586_54,Jan,winter,6
1588456167996_47,May,spring,17
1598999150964_25,Sep,fall,18
1584735287529_61,Mar,spring,16
1597628148877_63,Aug,summer,21
1597380908690_56,Aug,summer,0
1587095935766_40,Apr,spring,23
1604099814382_68,Oct,fall,19
1597160729395_64,Aug,summer,11
1596378070898_26,Aug,summer,10
587774296837_100,Apr,spring,20
1585800006922_69,Apr,spring,0
1594926978278_65,Jul,summer,15
1608406280379_79,Dec,winter,14
1600389356125_22,Sep,fall,20
1596001184121_55,Jul,summer,1
1593668928388_34,Jul,summer,1
1585790654404_93,Apr,spring,21
1602062478733_27,Oct,fall,5
1608066272368_39,Dec,winter,16
1592473355176_53,Jun,summer,5
1602305574897_95,Oct,fall,0
1603631349427_55,Oct,fall,9
1586604628203_18,Apr,spring,7
1595250860212_65,Jul,summer,9
1609391219837_64,Dec,winter,0
1604728338459_32,Nov,fall,0
1604430142611_90,Nov,fall,14
1596839576243_56,Aug,summer,18
1596106853551_1,Jul,summer,7
1599028293814_2,Sep,fall,2
1598151096616_5,Aug,summer,22
1609119532644_9,Dec,winter,20
1608675575596_2,Dec,winter,17
1597379708811_2,Aug,summer,0
1600750648872_33,Sep,fall,0
1585663181878_37,Mar,spring,10
1589149104132_39,May,spring,18
1598230598240_5,Aug,summer,20
1584827408288_58,Mar,spring,17
1608882542289_83,Dec,winter,2
1594884384434_25,Jul,summer,3
1592259435614_69,Jun,summer,18
1598047573913_74,Aug,summer,18
1600749441450_30,Sep,fall,0
1593724516923_40,Jul,summer,17
1588857814165_46,May,spring,9
1609644678592_25,Jan,winter,22
1599257408262_55,Sep,fall,18
1602154430236_90,Oct,fall,6
1591337592142_94,Jun,summer,2
1587136392374_3,Apr,spring,11
1585794329492_46,Apr,spring,22
1584283039562_91,Mar,spring,10
1586028552608_52,Apr,spring,15
1589615057110_30,May,spring,3
1609013390295_68,Dec,winter,15
1595802652273_85,Jul,summer,18
1609476574945_3,Dec,winter,23
1594749707517_52,Jul,summer,14
1598866489858_84,Aug,summer,5
1593416944192_36,Jun,summer,3
1594878409643_15,Jul,summer,1
1600983878882_78,Sep,fall,17
1592877336155_80,Jun,summer,22
1601522804308_93,Sep,fall,23
1600658206420_20,Sep,fall,23
1602797912886_99,Oct,fall,17
1609360184471_7,Dec,winter,15
1608609310346_39,Dec,winter,22
1583813560684_40,Mar,spring,0
1604370324425_11,Nov,fall,21
1586002922234_42,Apr,spring,8
1587521009711_8,Apr,spring,22
1602699849735_5,Oct,fall,14
1609471084681_2,Dec,winter,22
1609648563380_73,Jan,winter,23
1600985855373_8,Sep,fall,18
1609134756396_60,Dec,winter,0
1598009531772_18,Aug,summer,7
1599902101395_72,Sep,fall,5
1594583364874_73,Jul,summer,15
1584626627784_97,Mar,spring,10
1603223032814_77,Oct,fall,15
1596511448297_68,Aug,summer,23
1604271295479_93,Nov,fall,17
1594124361424_48,Jul,summer,8
1599361206333_65,Sep,fall,23
1602822973176_65,Oct,fall,0
1586108497308_72,Apr,spring,13
1591878166198_97,Jun,summer,8
1585299653645_29,Mar,spring,5
1590431043180_12,May,spring,14
1587873612464_61,Apr,spring,0
1596105250367_8,Jul,summer,6
1601484766310_88,Sep,fall,12
1587575432300_95,Apr,spring,13
1595478896266_69,Jul,summer,0
1585272419918_6,Mar,spring,21
1597972020548_95,Aug,summer,21
1586414936877_62,Apr,spring,2
1585186730114_41,Mar,spring,21
1589591946116_8,May,spring,21
1600040357167_9,Sep,fall,19
1597820558754_9,Aug,summer,3
1601087667937_3,Sep,fall,22
1604913960634_8,Nov,fall,4
1596139131922_1,Jul,summer,15
1584406754296_7,Mar,spring,20
1608235776889_7,Dec,winter,15
1585556097785_6,Mar,spring,4
1594425213608_5,Jul,summer,19
1601085736692_3,Sep,fall,22
1596944363729_4,Aug,summer,23
1588407382539_8,May,spring,4
1593230411279_8,Jun,summer,0
1595543484260_37,Jul,summer,18
1586074499425_48,Apr,spring,4
1610627914730_20,Jan,winter,7
1591315566247_72,Jun,summer,20
1600061290358_93,Sep,fall,1
1603118790687_6,Oct,fall,10
1590615952833_25,May,spring,17
1606449528843_60,Nov,fall,22
589408727445_100,May,spring,18
1585253568283_70,Mar,spring,16
1595320814614_46,Jul,summer,4
1605566654506_78,Nov,fall,17
1584294101383_21,Mar,spring,13
1597034717770_42,Aug,summer,0
1584923265573_67,Mar,spring,20
1584514859952_39,Mar,spring,3
1594234755922_35,Jul,summer,14
1597551461477_43,Aug,summer,0
1603327181941_49,Oct,fall,20
1587888669573_87,Apr,spring,4
1608228575551_74,Dec,winter,13
1584112143764_88,Mar,spring,11
1584760515590_45,Mar,spring,23
1584469653316_16,Mar,spring,14
1600224334580_42,Sep,fall,22
1588606638617_23,May,spring,11
1600492530578_27,Sep,fall,1
1609461532674_75,Dec,winter,19
1593918194280_38,Jul,summer,23
1586224561572_26,Apr,spring,21
1590976238920_80,May,spring,21
1602125718996_20,Oct,fall,22
589003922873_100,May,spring,1
1607192311922_73,Dec,winter,13
1601341384567_93,Sep,fall,21
1589818435639_78,May,spring,12
1604788353996_4,Nov,fall,17
1588172894136_98,Apr,spring,11
1589346645114_87,May,spring,1
1597005398506_12,Aug,summer,16
1593496957460_3,Jun,summer,2
1594533662973_67,Jul,summer,2
1589399025828_66,May,spring,15
1606170369430_63,Nov,fall,17
1585017815854_96,Mar,spring,22
1589042999774_77,May,spring,12
1599164053696_45,Sep,fall,16
1598554973186_69,Aug,summer,15
1604512808746_95,Nov,fall,13
1592036117957_59,Jun,summer,4
1585591673491_86,Mar,spring,14
1585234379228_63,Mar,spring,10
1604710276622_93,Nov,fall,19
1599805355198_40,Sep,fall,2
1602189110863_71,Oct,fall,16
1599480938173_54,Sep,fall,8
1598242862833_19,Aug,summer,0
1584717453550_28,Mar,spring,11
605654305234_100,Nov,fall,18
1586706057659_44,Apr,spring,11
1590853279683_87,May,spring,11
1605568880939_76,Nov,fall,18
1596577956237_90,Aug,summer,17
1593662321959_84,Jul,summer,23
1603585319325_78,Oct,fall,20
1586218277891_45,Apr,spring,20
1609700903766_19,Jan,winter,14
1594108899905_90,Jul,summer,4
1585237467611_89,Mar,spring,11
1599886695188_21,Sep,fall,0
1592721377247_44,Jun,summer,2
1597152046543_60,Aug,summer,9
1606157495826_8,Nov,fall,13
1592148778376_8,Jun,summer,11
1590959989416_63,May,spring,17
1589947105710_42,May,spring,23
1596245918875_68,Jul,summer,21
1595303980669_24,Jul,summer,23
1592438079889_23,Jun,summer,19
1584822158784_77,Mar,spring,16
1603652145238_5,Oct,fall,14
1601430325872_25,Sep,fall,21
1604379470487_46,Nov,fall,23
1587427445246_56,Apr,spring,20
1589045460185_88,May,spring,13
1603411580946_97,Oct,fall,20
1606959278810_4,Dec,winter,20
1606013998902_86,Nov,fall,22
1604860408917_72,Nov,fall,13
1609473863175_90,Dec,winter,23
1603203201832_44,Oct,fall,10
1604986212558_35,Nov,fall,0
1600446251925_74,Sep,fall,12
1599510129324_76,Sep,fall,16
1601796220656_76,Oct,fall,3
1597972613502_61,Aug,summer,21
1586018047383_2,Apr,spring,12
1590866477711_14,May,spring,15
1608198879476_74,Dec,winter,4
1604447659548_27,Nov,fall,18
1607815792989_97,Dec,winter,18
1588510676951_52,May,spring,8
1592044073762_97,Jun,summer,6
1590378681552_28,May,spring,23
1585121513732_78,Mar,spring,3
1596093495817_93,Jul,summer,3
1604445326976_8,Nov,fall,18
1607364673778_69,Dec,winter,13
1589506243124_38,May,spring,21
1601283772913_47,Sep,fall,5
1594011397737_84,Jul,summer,0
1591121192437_6,Jun,summer,14
1598068127707_98,Aug,summer,23
1609251963927_10,Dec,winter,9
1600750681713_11,Sep,fall,0
1595129457961_11,Jul,summer,23
1593857553477_21,Jul,summer,6
1607367265540_2,Dec,winter,13
1596757083958_27,Aug,summer,19
1610468647185_5,Jan,winter,11
1593187685961_34,Jun,summer,12
1596943624788_39,Aug,summer,23
1609464893226_59,Dec,winter,20
1604846244137_18,Nov,fall,9
1587334620373_62,Apr,spring,18
1597604271181_70,Aug,summer,14
1587516137897_2,Apr,spring,20
1586726486970_53,Apr,spring,17
1604415297753_62,Nov,fall,9
1607415115530_60,Dec,winter,3
1591397781422_32,Jun,summer,18
1588944928408_40,May,spring,9
1600481215228_93,Sep,fall,22
1599648353681_70,Sep,fall,6
1589649989586_36,May,spring,13
1606258323685_83,Nov,fall,17
1600919115935_77,Sep,fall,23
1597369470289_9,Aug,summer,21
1587704053751_1,Apr,spring,0
1594015511997_54,Jul,summer,2
1601524743686_2,Sep,fall,23
1585836444772_82,Apr,spring,10
1596260730550_4,Aug,summer,1
1584021677213_79,Mar,spring,10
1586023557999_24,Apr,spring,14
1602638152978_36,Oct,fall,21
1606372032648_64,Nov,fall,1
1594387926633_22,Jul,summer,9
1595348958568_35,Jul,summer,12
1602302435828_47,Oct,fall,0
1586960969410_23,Apr,spring,10
1586941029361_71,Apr,spring,4
1605739209208_25,Nov,fall,17
585799968333_100,Apr,spring,0
1588511805347_70,May,spring,9
1584951187232_15,Mar,spring,4
1600998481412_7,Sep,fall,21
1602116288145_7,Oct,fall,20
1584843477814_8,Mar,spring,22
1600494576731_94,Sep,fall,1
1591056800619_20,Jun,summer,20
1604374797930_75,Nov,fall,22
1599370861159_87,Sep,fall,1
1596461565985_62,Aug,summer,9
1586074002446_23,Apr,spring,4
1584713177229_68,Mar,spring,10
1602396626436_18,Oct,fall,2
1585005624350_32,Mar,spring,19
1602552901453_10,Oct,fall,21
1600214133561_56,Sep,fall,19
1585692692222_85,Mar,spring,18
1598333663509_13,Aug,summer,1
1608223864313_79,Dec,winter,11
1583955832278_12,Mar,spring,15
1585824821565_72,Apr,spring,6
1602344727703_22,Oct,fall,11
1609444364701_35,Dec,winter,14
1610928310968_34,Jan,winter,19
1608277676699_66,Dec,winter,2
1598672184597_34,Aug,summer,23
1594034821154_70,Jul,summer,7
1599811596276_73,Sep,fall,4
1583711624861_66,Mar,spring,19
1605497517840_9,Nov,fall,22
1606035006677_48,Nov,fall,3
1607056050931_29,Dec,winter,23
1599826083189_52,Sep,fall,8
1603647868647_31,Oct,fall,13
1604531282993_3,Nov,fall,18
1593417249923_21,Jun,summer,3
1604377778240_22,Nov,fall,23
1608834287827_51,Dec,winter,13
1596943612502_89,Aug,summer,23
1600234831817_74,Sep,fall,1
1598510295814_63,Aug,summer,2
1600750350955_48,Sep,fall,0
1591643181409_44,Jun,summer,15
1595934340585_48,Jul,summer,7
1604731258158_69,Nov,fall,1
1597377958345_63,Aug,summer,0
1585227398784_51,Mar,spring,8
1595190862532_28,Jul,summer,16
1604797546899_97,Nov,fall,20
1601764602573_19,Oct,fall,18
1595908658756_66,Jul,summer,23
1593345289829_4,Jun,summer,7
1591324514640_83,Jun,summer,22
1607106784454_1,Dec,winter,13
1606018427650_72,Nov,fall,23
1597529637926_13,Aug,summer,18
1595309298521_52,Jul,summer,1
1588905126340_54,May,spring,22
1589406363336_17,May,spring,17
1595912552578_16,Jul,summer,1
1586110430386_93,Apr,spring,14
1594123722781_5,Jul,summer,8
1599939600123_11,Sep,fall,15
1599275441269_96,Sep,fall,23
1585308833136_38,Mar,spring,7
1593113844322_74,Jun,summer,15
1601520541477_66,Sep,fall,22
1591051867224_22,Jun,summer,18
1594694287986_97,Jul,summer,22
1604468388226_8,Nov,fall,0
1603916196583_35,Oct,fall,16
1592490786237_76,Jun,summer,10
1587675110812_72,Apr,spring,16
1605997911752_26,Nov,fall,17
1610257998617_36,Jan,winter,0
1589307265606_8,May,spring,14
1604230854896_36,Nov,fall,6
1597978631722_84,Aug,summer,22
1585622355878_68,Mar,spring,22
1585886395203_69,Apr,spring,23
1593814388434_59,Jul,summer,18
1600968806684_23,Sep,fall,13
1589487876203_84,May,spring,16
1601006377866_64,Sep,fall,23
1584036044588_14,Mar,spring,14
1595457934931_60,Jul,summer,18
1608191415444_31,Dec,winter,2
1602477562494_46,Oct,fall,0
1603251597656_71,Oct,fall,23
1587181422898_54,Apr,spring,23
1601784785848_85,Oct,fall,0
1598799996123_50,Aug,summer,11
1597005234438_85,Aug,summer,16
1609473613531_64,Dec,winter,23
1584593194192_29,Mar,spring,0
1609129960560_13,Dec,winter,23
1604577644493_22,Nov,fall,7
1604804795444_73,Nov,fall,22
1609188384716_72,Dec,winter,15
1602982049249_74,Oct,fall,20
1608580037287_8,Dec,winter,14
1609536571311_68,Jan,winter,16
1598838866727_31,Aug,summer,21
1585853548354_95,Apr,spring,14
1603395394596_96,Oct,fall,15
1603929100699_26,Oct,fall,19
1594059097775_53,Jul,summer,14
1585269780857_78,Mar,spring,20
1589401372606_68,May,spring,16
1591999863997_11,Jun,summer,18
1583880674931_45,Mar,spring,18
1587693572688_36,Apr,spring,22
1598836114579_67,Aug,summer,21
1600061817534_7,Sep,fall,1
1604514067254_6,Nov,fall,13
1585232481942_8,Mar,spring,10
1609641603943_62,Jan,winter,21
1609934791260_66,Jan,winter,7
1600543090579_20,Sep,fall,15
1590418248848_74,May,spring,10
1600665902109_10,Sep,fall,1
1585980396317_86,Apr,spring,2
1591245573676_53,Jun,summer,0
1587786052264_60,Apr,spring,23
1595821704664_19,Jul,summer,23
1601853389220_60,Oct,fall,19
1609566577210_80,Jan,winter,0
1602720775490_88,Oct,fall,20
1586046925118_42,Apr,spring,20
1600508501751_25,Sep,fall,5
1600658054385_92,Sep,fall,23
1596259484511_98,Aug,summer,1
1587996379981_17,Apr,spring,10
1609085681768_48,Dec,winter,11
1585183960613_46,Mar,spring,20
1585300884845_53,Mar,spring,5
1584337751369_64,Mar,spring,1
1603315158276_20,Oct,fall,17
1609387523664_2,Dec,winter,23
1584628461182_28,Mar,spring,10
1609645572708_37,Jan,winter,22
1589431399275_79,May,spring,0
1604097714770_3,Oct,fall,18
1595833578123_65,Jul,summer,3
1584915441930_10,Mar,spring,18
1599909584637_60,Sep,fall,7
1591580133165_50,Jun,summer,21
1600571798452_90,Sep,fall,23
1602132134459_27,Oct,fall,0
1609468807680_56,Dec,winter,21
1586026166549_86,Apr,spring,14
1608468928594_16,Dec,winter,7
1586706806984_41,Apr,spring,11
1598857296241_1,Aug,summer,3
1604545631391_92,Nov,fall,22
1610580675608_9,Jan,winter,18
1596768584942_17,Aug,summer,22
1608219303195_63,Dec,winter,10
1584112143764_5,Mar,spring,11
1605116693964_80,Nov,fall,12
1603492556674_88,Oct,fall,18
1591834257466_22,Jun,summer,20
1608104927876_66,Dec,winter,2
1596617102428_37,Aug,summer,4
1609896309977_98,Jan,winter,20
1597198858407_4,Aug,summer,22
1593355404904_68,Jun,summer,10
1604680962714_71,Nov,fall,11
1590980766553_47,May,spring,23
1601801067457_74,Oct,fall,4
1598656330175_58,Aug,summer,19
1585965661244_81,Apr,spring,22
1609463566225_87,Dec,winter,20
1600431698597_73,Sep,fall,8
1604873647195_87,Nov,fall,17
1608192787106_4,Dec,winter,3
1604293192586_17,Nov,fall,0
1595718114625_75,Jul,summer,19
1593594036398_9,Jul,summer,5
1589769419555_9,May,spring,22
1604781392632_92,Nov,fall,15
1604931811941_8,Nov,fall,9
1605709894785_27,Nov,fall,9
1602354195361_83,Oct,fall,14
1601220126975_94,Sep,fall,11
1591494259116_50,Jun,summer,21
1592090414640_16,Jun,summer,19
1585026980404_94,Mar,spring,1
1610915435180_56,Jan,winter,15
1606853998784_57,Dec,winter,15
1587493318865_27,Apr,spring,14
1591121558244_29,Jun,summer,14
1593850490708_2,Jul,summer,4
1594060004989_40,Jul,summer,14
1600912301142_49,Sep,fall,21
1592653815812_61,Jun,summer,7
1588608698315_11,May,spring,12
1599629203172_38,Sep,fall,1
1609299183212_28,Dec,winter,22
1584046365295_91,Mar,spring,16
1591042420685_75,Jun,summer,16
1603838259380_9,Oct,fall,18
1605337278904_42,Nov,fall,2
1590813919139_59,May,spring,0
1590777562225_20,May,spring,14
1594699169806_37,Jul,summer,23
1608199076563_87,Dec,winter,4
1604503760455_95,Nov,fall,10
1608589102835_32,Dec,winter,17
1602413285841_47,Oct,fall,6
1591196277880_65,Jun,summer,10
1601258677160_42,Sep,fall,22
1606972600818_33,Dec,winter,0
1609457026106_34,Dec,winter,18
1600213892354_83,Sep,fall,19
1585943774548_52,Apr,spring,15
1596514192872_88,Aug,summer,0
1586427363621_25,Apr,spring,6
1609472585652_62,Dec,winter,22
1584979503927_89,Mar,spring,12
1595520351533_69,Jul,summer,12
1608147803428_94,Dec,winter,14
1590384246481_25,May,spring,1
1608131959554_18,Dec,winter,10
1589082688852_41,May,spring,23
1598156673216_95,Aug,summer,0
1602772841268_79,Oct,fall,10
1587821742376_90,Apr,spring,9
1593430447687_46,Jun,summer,7
1602688743783_23,Oct,fall,11
1608669423439_66,Dec,winter,15
1599367970561_51,Sep,fall,0
1600979825458_2,Sep,fall,16
1599367394933_73,Sep,fall,0
1599367637360_24,Sep,fall,0
1598670302468_80,Aug,summer,23
1586968255952_74,Apr,spring,12
1596943513697_69,Aug,summer,23
1601153038433_76,Sep,fall,16
1591314410500_8,Jun,summer,19
1594081597291_63,Jul,summer,20
1588923889885_25,May,spring,3
1608752116294_87,Dec,winter,14
1596503659390_3,Aug,summer,21
1592601844746_69,Jun,summer,17
1610466433341_66,Jan,winter,10
1591819277478_13,Jun,summer,16
1590321306589_71,May,spring,7
1607712711209_12,Dec,winter,13
1591042183609_8,Jun,summer,16
1585860015918_94,Apr,spring,16
1589750059462_78,May,spring,17
1594270225592_56,Jul,summer,0
1583726282187_5,Mar,spring,23
1603578748713_77,Oct,fall,18
1601533763298_68,Oct,fall,2
1596254339238_64,Jul,summer,23
1586225107328_61,Apr,spring,22
1592946650148_97,Jun,summer,17
1601177213344_39,Sep,fall,23
1597453901406_61,Aug,summer,21
1610117800851_73,Jan,winter,9
1601076642433_73,Sep,fall,19
1591380089902_46,Jun,summer,14
1609657208561_93,Jan,winter,2
1593420170881_53,Jun,summer,4
1592452692640_21,Jun,summer,23
1591635109350_99,Jun,summer,12
1598437081877_74,Aug,summer,6
1596914787566_64,Aug,summer,15
1602812053349_31,Oct,fall,21
1594962395523_98,Jul,summer,1
1595639711348_66,Jul,summer,21
1589061332374_24,May,spring,17
1607367986579_96,Dec,winter,14
1585501434349_66,Mar,spring,13
1586681372388_55,Apr,spring,4
1596129768440_69,Jul,summer,13
1592727309520_20,Jun,summer,4
1602477693432_21,Oct,fall,0
1604271607801_88,Nov,fall,18
1594337946493_91,Jul,summer,19
1588347080951_55,May,spring,11
1604188498114_91,Oct,fall,19
1605546070578_15,Nov,fall,12
1607901949622_5,Dec,winter,18
1589904305648_8,May,spring,12
1604803581270_75,Nov,fall,21
1599959746336_68,Sep,fall,21
1600749491114_30,Sep,fall,0
1606541418847_62,Nov,fall,0
1584238224298_80,Mar,spring,22
1609458765368_79,Dec,winter,18
1604107784586_71,Oct,fall,21
1600770469511_83,Sep,fall,6
1589660100142_5,May,spring,16
1603761928333_17,Oct,fall,21
1608614002842_54,Dec,winter,0
1587672716443_80,Apr,spring,16
1590425167100_94,May,spring,12
1592021699801_54,Jun,summer,0
1600997533737_92,Sep,fall,21
1600991677435_41,Sep,fall,19
1599257046563_13,Sep,fall,18
1600391386474_40,Sep,fall,21
1603583430961_3,Oct,fall,19
1600657722915_4,Sep,fall,23
1602996209109_12,Oct,fall,0
1591557882162_27,Jun,summer,15
1590642248418_38,May,spring,1
1606590896207_1,Nov,fall,14
1595395914720_20,Jul,summer,1
1597292893109_95,Aug,summer,0
1594252516259_47,Jul,summer,19
1588072762415_36,Apr,spring,7
1601205241495_21,Sep,fall,7
1603263197378_82,Oct,fall,2
1601726882642_86,Oct,fall,8
1593904797904_94,Jul,summer,19
1589950765134_23,May,spring,0
1601353084389_43,Sep,fall,0
1585799434985_34,Apr,spring,23
1604190115944_53,Oct,fall,20
1598648089846_40,Aug,summer,16
1585794298518_19,Apr,spring,22
1587337045522_64,Apr,spring,18
1596315057765_66,Aug,summer,16
1584559425388_78,Mar,spring,15
1587422844752_97,Apr,spring,18
1589277003840_55,May,spring,5
1600270664653_96,Sep,fall,11
1607372793900_12,Dec,winter,15
1591800636167_49,Jun,summer,10
1589064302871_38,May,spring,18
1589151018917_3,May,spring,18
1603595152463_1,Oct,fall,23
1590378420521_91,May,spring,23
1591233809970_44,Jun,summer,21
1584911276216_55,Mar,spring,17
1605675417642_39,Nov,fall,23
1592443155784_83,Jun,summer,21
1601415290457_57,Sep,fall,17
1592781717437_13,Jun,summer,19
1587394917517_58,Apr,spring,11
1608148737872_97,Dec,winter,14
1610580586543_11,Jan,winter,18
1586010448338_62,Apr,spring,10
1594978072133_66,Jul,summer,5
1601187600323_41,Sep,fall,2
1596998283137_31,Aug,summer,14
1599952754244_69,Sep,fall,19
1599198367192_15,Sep,fall,1
1603679906155_87,Oct,fall,22
1597180711592_12,Aug,summer,17
1586216269279_30,Apr,spring,19
1592830512163_11,Jun,summer,8
1600424736146_39,Sep,fall,6
1599881495234_32,Sep,fall,23
1584990510963_18,Mar,spring,15
1601064991669_32,Sep,fall,16
1601515101137_88,Sep,fall,21
1604809434854_26,Nov,fall,23
1592053579943_72,Jun,summer,9
1597978867308_95,Aug,summer,23
1589080858849_41,May,spring,23
1589648503310_85,May,spring,13
1587610705131_74,Apr,spring,22
1608166096873_36,Dec,winter,19
1592884838117_72,Jun,summer,0
1601010380616_30,Sep,fall,1
1602847620846_57,Oct,fall,7
1590440271640_4,May,spring,16
1604611490581_42,Nov,fall,16
1589660154368_93,May,spring,16
1590764897829_44,May,spring,11
1588514860990_24,May,spring,10
1595395749132_11,Jul,summer,1
1589310593564_17,May,spring,15
1593310798855_22,Jun,summer,22
1591321759513_33,Jun,summer,21
1589684277741_30,May,spring,22
1596950435585_56,Aug,summer,1
1596506386130_80,Aug,summer,22
1588258843127_71,Apr,spring,11
1604806183440_37,Nov,fall,22
1594945536727_6,Jul,summer,20
1586168609462_27,Apr,spring,6
596860857223_100,Aug,summer,0
1584579491616_77,Mar,spring,20
1595548081128_55,Jul,summer,19
1598123258328_76,Aug,summer,15
1610221106264_70,Jan,winter,14
1606707905209_51,Nov,fall,22
1609463952807_16,Dec,winter,20
1585858836910_87,Apr,spring,16
1586306745818_14,Apr,spring,20
1595980109893_31,Jul,summer,19
1600336635119_12,Sep,fall,5
1602302106897_5,Oct,fall,23
1602042122519_55,Oct,fall,23
1596582807985_77,Aug,summer,19
1600573721249_81,Sep,fall,23
1595557766290_90,Jul,summer,22
1589497457823_55,May,spring,19
1609483279859_51,Jan,winter,1
1610123514490_87,Jan,winter,11
1594593055364_99,Jul,summer,18
1585678637588_42,Mar,spring,14
1603922014403_61,Oct,fall,17
1594043253977_99,Jul,summer,9
1585510652944_18,Mar,spring,15
1596757509693_55,Aug,summer,19
1593447966811_16,Jun,summer,12
1584728185470_1,Mar,spring,14
1588613288606_35,May,spring,13
1591463002969_27,Jun,summer,13
1598353797692_85,Aug,summer,7
1604186943567_6,Oct,fall,19
591043175285_100,Jun,summer,16
1594752372593_34,Jul,summer,14
1593929297155_85,Jul,summer,2
1608187299999_33,Dec,winter,1
1606081238569_11,Nov,fall,16
1603251667420_38,Oct,fall,23
1606947709735_37,Dec,winter,17
1607640082746_88,Dec,winter,17
1609090523238_50,Dec,winter,12
1608241762932_26,Dec,winter,16
1601957085532_38,Oct,fall,0
1600314405943_29,Sep,fall,23
1599173379560_42,Sep,fall,18
1590530833451_54,May,spring,18
1584849552527_27,Mar,spring,23
1589747168328_67,May,spring,16
1589022255925_15,May,spring,7
1606622223403_62,Nov,fall,22
1589430207972_87,May,spring,0
1597650367165_47,Aug,summer,3
1599638201464_26,Sep,fall,3
1588601285978_83,May,spring,10
